Headline,,scope,category
"তারল্য সংকটে ব্যাংক খাত, বাজেট ঘাটতি মেটাতে বেকায়দায় সরকার",,national,business
বিদেশি সংস্থাগুলোকে দেশের ঋণমান পুনর্বিবেচনা করার আহ্বান বাংলাদেশ ব্যাংকের,,national,business
অর্থনৈতিক ব্যবস্থার সঙ্গে কিছু রাজস্ব ব্যবস্থা সাংঘর্ষিক,,national,business
২০২৫-২৬ অর্থবছরের বাজেট উপস্থাপন করছেন অর্থ উপদেষ্টা,,national,business
দুই চ্যালেঞ্জের মুখে রপ্তানি খাত,,national,business
ঢাকায় বিশ্বব্যাংকের ভাইস প্রেসিডেন্ট,,national,business
"মূল্যস্ফীতি নিয়ন্ত্রণ, বিনিয়োগ ও কর্মসংস্থানে নজর দিন",,national,business
বিস্কুট-কেকের ওপর ভ্যাট কমাল এনবিআর,,national,business
ব্যাংক ঋণের সুদহার ও বিদ্যুৎ বিল কমানোর দাবি,,national,business
"সার্ভারে ত্রুটি, কেন্দ্রীয় ব্যাংকে চেক ক্লিয়ারিং বাতিল",,national,business
সোনালী লাইফের ৮ জনের বিরুদ্ধে দেশত্যাগে নিষেধাজ্ঞার নেপথ্য,,national,business
দেশের বাজারে সোনার দামে নতুন রেকর্ড,,national,business
রাজস্ব আয় বাড়ানো বড় চ্যালেঞ্জ,,national,business
অন্তর্বর্তী সরকারের বড় চ্যালেঞ্জ হাসিনা আমলের দায়দেনা পরিশোধ,,national,business
ব্যাংকে ডলারের দাম আরও ২ টাকা বাড়ল,,national,business
এডিবির নতুন প্রেসিডেন্টের দায়িত্বভার গ্রহণ,,national,business
ইচ্ছাকৃত ঋণখেলাপিদের বিরুদ্ধে কঠোর হচ্ছে বাংলাদেশ ব্যাংক,,national,business
"৫ হাজার কোটি টাকা জামানত, ঋণ নিয়েছে ২৮৫৪৪ কোটি",,national,business
এবার পিপিপিতে সবচেয়ে বেশি প্রকল্প পরিবহণ ও যোগাযোগ খাতের,,national,business
পোশাক কারখানায় উৎপাদন স্বাভাবিক,,national,business
"চট্টগ্রামে হচ্ছে মুক্ত বাণিজ্য অঞ্চল, এটি দেশের অর্থনীতির ‘গেম চেঞ্জার’",,national,business
অতীতের সব রেকর্ড ভাঙল প্রবাসী আয়ে,,national,business
ব্যবসায়ীদের স্বার্থে ড্যাপ সংশোধনের উদ্যোগ,,national,business
এক যুগ পর যুক্তরাষ্ট্রে বসছে রিহ্যাবের আবাসন মেলা,,national,business
